url,http_status,title,title_length,meta_description,meta_description_length,h1_count,word_count,images_total,images_missing_alt,links_count,canonical,hreflang_count,json_ld_blocks,score,score_reasons,pagespeed_performance,moz_domain_authority,moz_page_authority,moz_external_links
https://www.ellocentlabs.com,200,Ellocent Labs | Enterprise Software Development Company,55,"Ellocent Labs builds enterprise software, AI solutions, and cloud-native apps. 200+ deliveries, 40+ engineers, global delivery model.",133,1,2219,70,1,151,https://www.ellocentlabs.com,3,2,100,,0.89,,,
https://www.ellocentlabs.com/,200,Ellocent Labs | Enterprise Software Development Company,55,"Ellocent Labs builds enterprise software, AI solutions, and cloud-native apps. 200+ deliveries, 40+ engineers, global delivery model.",133,1,2219,70,1,151,https://www.ellocentlabs.com,3,2,100,,0.91,,,
https://www.ellocentlabs.com/engineering-practices,200,Engineering Practices & AI Policy | Ellocent Labs,49,"How Ellocent Labs builds software: AI-assisted development, human review, security guardrails, CI/CD, and transparent engineering.",130,1,4002,1,1,38,https://www.ellocentlabs.com/engineering-practices,3,2,100,,0.84,,,
https://www.ellocentlabs.com/case-studies,200,Case Studies | Successful Software Solutions by Ellocent,56,Explore our case studies to see how we’ve delivered innovative software solutions that drive success and transform businesses across various industries.,152,1,696,1,1,50,https://www.ellocentlabs.com/case-studies,3,3,100,,,,,
https://www.ellocentlabs.com/technologies,200,Technology Stack & Engineering Services | Ellocent Labs,55,"Explore the technologies Ellocent Labs engineers use: AI, cloud, mobile, web, data, and DevOps. Hire specialists for any stack.",127,1,316,1,1,115,https://www.ellocentlabs.com/technologies,3,3,100,,,,,
https://www.ellocentlabs.com/services,200,Software Development Services | Ellocent Labs,45,"End-to-end software development services from Ellocent Labs. Custom software, web, mobile, cloud, AI, and data engineering for enterprises.",139,1,825,1,1,111,https://www.ellocentlabs.com/services,3,3,100,,,,,
https://www.ellocentlabs.com/industries,200,Industry-Focused Software Development | Ellocent Labs,53,"Software development for healthcare, fintech, logistics, aviation, and more. Industry expertise, compliance, and real-world delivery.",133,1,294,1,1,41,https://www.ellocentlabs.com/industries,3,3,100,,,,,
https://www.ellocentlabs.com/company/about,200,About Ellocent Labs | Software Development Company,50,"10+ years, 200+ deliveries, 40+ engineers. Ellocent Labs builds scalable software for healthcare, fintech, logistics, and aviation.",131,1,716,2,1,37,https://www.ellocentlabs.com/company/about,3,3,100,,,,,
https://www.ellocentlabs.com/book-a-discovery-call,200,Book a Free Discovery Call Today | Ellocent Labs,48,"Book a free discovery call with Ellocent Labs. Tell us what you're building, and we'll outline our approach. No obligation.",123,1,429,1,1,33,https://www.ellocentlabs.com/book-a-discovery-call,3,3,100,,,,,
https://www.ellocentlabs.com/case-studies/bonds,200,Bonds Case Study: AI-Powered Relationship Insights,50,"Bonds is a mobile app designed to enhance relationships using AI-powered insights, guidance, and actionable steps. Tailored for couples, it adapts the",150,1,5193,1,1,40,https://www.ellocentlabs.com/case-studies/bonds,3,3,100,,,,,
https://www.ellocentlabs.com/case-studies/aqyr,200,AI Recruitment Platform Case Study | Ellocent Labs,50,"AI-powered recruitment tool with dynamic job setup, skill matching, and recruitment software integration for faster, smarter hiring.",132,1,4843,1,1,40,https://www.ellocentlabs.com/case-studies/aqyr,3,3,100,,,,,
https://www.ellocentlabs.com/case-studies/keylr,200,Keylr Case Study: Streamlined Property Management,49,"Keylr is an innovative platform designed to streamline property management and guest support services for partners, taskers, and guests",135,1,5271,1,1,40,https://www.ellocentlabs.com/case-studies/keylr,3,3,100,,,,,
https://www.ellocentlabs.com/case-studies/taxi-on-spot,200,Taxi On Spot Case Study: Ride-Hailing Rebuild,45,"How Ellocent Labs rebuilt Taxi On Spot's ride-hailing platform for Eindhoven, cutting pickup wait times and boosting trust.",123,1,5228,1,1,41,https://www.ellocentlabs.com/case-studies/taxi-on-spot,3,3,100,,,,,
https://www.ellocentlabs.com/case-studies/investor-relations-for-asx,200,Investor Relations for ASX Case Study: AI Investor Management | Ellocent Labs,77,How Ellocent Labs' AI platform improved investor management with real-time tracking and personalised engagement.,112,1,5523,1,1,41,https://www.ellocentlabs.com/case-studies/investor-relations-for-asx,3,3,95,Title too long (recommended <=60 chars),,,,
https://www.ellocentlabs.com/case-studies/precision-longevity,200,Precision longevity case study | Ellocent Labs,46,"Genetics, proteomics, blood analytics and wearable data, cross-referenced into one picture of a person's biology.",113,1,4917,1,1,41,https://www.ellocentlabs.com/case-studies/precision-longevity,3,3,100,,,,,
https://www.ellocentlabs.com/case-studies/tolobi,200,Tolobi Case Study: Smart Property Rentals Management,52,"Tolobi will help in linking tenants to landlords, property managers, and realtors in a seamless manner thus simplifying and hassle-free rental experiences.",155,1,5243,1,1,41,https://www.ellocentlabs.com/case-studies/tolobi,3,3,100,,,,,
https://www.ellocentlabs.com/case-studies/skylark,200,Skylark Case Study: Real-Time Logistics Control,47,"How Ellocent Labs built real-time logistics control automation for Skylark, giving dispatchers instant fleet visibility.",120,1,5802,1,1,41,https://www.ellocentlabs.com/case-studies/skylark,3,3,100,,,,,
https://www.ellocentlabs.com/case-studies/surmount,200,Blackhedge: a market platform where being late is the same as being wrong | Ellocent Labs,89,"A real-time equities platform. Market data, news and sentiment from many sources, unified into signals with risk scores, delivered as live dashboards and alerts, with order placement and funding built in.",204,1,6580,1,1,41,https://www.ellocentlabs.com/case-studies/surmount,3,3,90,Title too long (recommended <=60 chars); Meta description too long (recommended <=160 chars),,,,
https://www.ellocentlabs.com/case-studies/nhs-uk,200,NHS Digital Health Transformation | Ellocent Labs Case Study,60,"See how Ellocent Labs built a unified NHS platform for acute/mental health, COVID-19 & NHS trusts with FHIR-based EHR & AI tools. Learn more.",141,1,4860,1,1,41,https://www.ellocentlabs.com/case-studies/nhs-uk,3,3,100,,,,,
https://www.ellocentlabs.com/solutions,200,Software Solutions and Case Studies | Ellocent Labs,51,"Explore Ellocent Labs solutions: Tableau SSO, aviation data, SaaS onboarding, bot filtering, and carrier blocking fixes.",120,1,396,1,1,41,https://www.ellocentlabs.com/solutions,3,3,100,,,,,
